"Date","Lifetime.Total.Likes","Daily.New.Likes","Daily.Unlikes","Daily.Page.Engaged.Users","Weekly.Page.Engaged.Users","X28.Days.Page.Engaged.Users","Daily.Total.Reach","Weekly.Total.Reach","X28.Days.Total.Reach","Daily.Organic.Reach","Weekly.Organic.Reach","X28.Days.Organic.Reach","Daily.Paid.Reach","Weekly.Paid.Reach","X28.Days.Paid.Reach","Daily.Total.Impressions","Weekly.Total.Impressions","X28.Days.Total.Impressions","Daily.Organic.impressions","Weekly.Organic.impressions","X28.Days.Organic.impressions","Daily.Paid.Impressions","Weekly.Paid.Impressions","X28.Days.Paid.Impressions","Daily.Logged.in.Page.Views","Weekly.Logged.in.Page.Views","Daily.Logged.in.Page.Views.1","Weekly.Logged.in.Page.Views.1","Daily.Reach.of.page.posts","Weekly.Reach.of.page.posts","X28.Days.Reach.of.page.posts","Daily.Organic.Reach.of.Page.posts","Weekly.Organic.Reach.of.Page.posts","X28.Days.Organic.Reach.of.Page.posts","Daily.Paid.Reach.of.Page.posts","Weekly.Paid.Reach.of.Page.posts","X28.Days.Paid.Reach.of.Page.posts","Daily.Total.Impressions.of.your.posts","Weekly.Total.Impressions.of.your.posts","X28.Days.Total.Impressions.of.your.posts","Daily.Organic.impressions.of.your.posts","Weekly.Organic.impressions.of.your.posts","X28.Days.Organic.impressions.of.your.posts","Daily.Paid.impressions.of.your.posts","Weekly.Paid.impressions.of.your.posts","X28.Days.Paid.impressions.of.your.posts","Daily.Total.Consumers","Weekly.Total.Consumers","X28.Days.Total.Consumers","Daily.Page.consumptions","Weekly.Page.consumptions","X28.Days.Page.consumptions","Daily.Negative.feedback","Weekly.Negative.feedback","X28.Days.Negative.feedback","Daily.Negative.Feedback.from.Users","Weekly.Negative.Feedback.from.Users","X28.Days.Negative.Feedback.from.Users","Daily.Total.check.ins","Weekly.Total.check.ins","X28.Days.Total.check.ins","Daily.Total.check.ins.1","Weekly.Total.check.ins.1","X28.Days.Total.check.ins.1","Daily.Total.check.ins.using.mobile.devices","Weekly.Total.check.ins.using.mobile.devices","X28.Days.Total.check.ins.using.mobile.devices","Daily.Total.check.ins.using.mobile.devices.1","Weekly.Total.check.ins.using.mobile.devices.1","X28.Days.Total.check.ins.using.mobile.devices.1","Daily.Daily.count.of.fans.online","Daily.Total.Video.Views","Weekly.Total.Video.Views","X28.Days.Total.Video.Views","Daily.Total.organic.video.views","Weekly.Total.organic.video.views","X28.Days.Total.organic.video.views","Daily.Total.promoted.video.views","Weekly.Total.promoted.video.views","X28.Days.Total.promoted.video.views","Daily.Total.autoplayed.video.views","Weekly.Total.autoplayed.video.views","X28.Days.Total.autoplayed.video.views","Daily.Total.video.views.after.clicking","Weekly.Total.video.views.after.clicking","X28.Days.Total.video.views.after.clicking","Daily.Total.number.of.time.a.video.has.seen.again","Weekly.Total.number.of.time.a.video.has.seen.again","X28.Days.Total.number.of.time.a.video.has.seen.again","Daily.Total.Unique.Video.Views","Weekly.Total.Unique.Video.Views","X28.Days.Total.Unique.Video.Views","Daily.Total.30.Second.Views","Weekly.Total.30.Second.Views","X28.Days.Total.30.Second.Views","Daily.Total.organic.video.views.for.30s.or.to.the.end","Weekly.Total.organic.video.views.for.30s.or.to.the.end","X28.Days.Total.organic.video.views.for.30s.or.to.the.end","Daily.Paid.30.Second.Views","Weekly.Paid.30.Second.Views","X28.Days.Paid.30.Second.Views","Daily.Auto.Played.30.Second.Views","Weekly.Auto.Played.30.Second.Views","X28.Days.Auto.Played.30.Second.Views","Daily.Video.views.for.30s.or.to.the.end.after.clicking","Weekly.Video.views.for.30s.or.to.the.end.after.clicking","X28.Days.Video.views.for.30s.or.to.the.end.after.clicking","Daily.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Weekly.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","X28.Days.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Daily.Total.Unique.30.Second.Views","Weekly.Total.Unique.30.Second.Views","X28.Days.Total.Unique.30.Second.Views","Daily.People.Talking.About.This","Weekly.People.Talking.About.This","X28.Days.People.Talking.About.This","page_get_directions_clicks_logged_in_count.day","page_get_directions_clicks_logged_in_count.week","page_get_directions_clicks_logged_in_unique.day","page_get_directions_clicks_logged_in_unique.week","page_call_phone_clicks_logged_in_count.day","page_call_phone_clicks_logged_in_count.week","page_call_phone_clicks_logged_in_unique.day","page_call_phone_clicks_logged_in_unique.week","page_website_clicks_logged_in_count.day","page_website_clicks_logged_in_count.week","page_website_clicks_logged_in_unique.day","page_website_clicks_logged_in_unique.week","page_cta_clicks_logged_in_total.day","page_cta_clicks_logged_in_total.week","page_cta_clicks_logged_in_unique.day","page_cta_clicks_logged_in_unique.week","mes","anio"
2016-06-10,1587796,285,218,12444,41839,235814,716423,1402463,11118578,65719,264704,315015,650704,1137759,10803563,905909,3055663,43211205,234414,1441026,5229445,671495,1614637,37981760,251,1403,122,628,716423,1394567,11094923,65719,256808,291360,650704,1137759,10803563,903471,3040315,43101330,231976,1425678,5119570,671495,1614637,37981760,10223,33876,207445,15095,59863,348211,40,128,534,42,144,602,0,0,0,0,0,0,0,0,0,0,0,0,1240063,24533,43471,1015648,11654,30592,80595,12879,12879,935053,23402,40571,982712,1131,2900,32936,3718,10491,354135,20815,32980,661513,3411,7536,134338,2137,6262,15597,1274,1274,118741,2868,5927,119946,543,1609,14392,722,2119,15379,2689,5417,118959,2847,12071,51010,0,0,0,0,0,0,0,0,1,11,1,11,7,29,6,27,6,2016
2016-06-11,1587950,380,224,32802,69548,252845,1862535,2792626,11444393,63902,247401,353371,1798633,2545225,11091022,2083734,5023705,44257540,205331,1530692,5267105,1878403,3493013,38990435,218,1515,124,689,1861415,2786344,11424599,62782,241119,333577,1798633,2545225,11091022,2079939,5006130,44147722,201536,1513117,5157287,1878403,3493013,38990435,28433,58566,224532,35295,93425,373180,44,167,560,48,185,639,0,0,0,0,0,0,0,0,0,0,0,0,1229676,250544,293906,1266076,11659,42142,92138,238885,251764,1173938,243803,284281,1226454,6741,9625,39622,6849,22489,434055,243695,271417,832021,33954,41468,168235,1745,7985,17285,32209,33483,150950,31462,37376,151392,2492,4092,16843,387,2483,20538,33567,38985,147697,6100,16557,53452,0,0,0,0,0,0,0,0,1,10,1,10,14,40,14,38,6,2016
2016-06-12,1588089,397,259,31828,93709,271509,2038285,3681784,11949462,78999,217668,376620,1959286,3464116,11572842,2288197,7085120,45421915,213268,1517190,5331842,2074929,5567930,40090073,229,1629,143,752,2038285,3671416,11930757,78999,207300,357915,1959286,3464116,11572842,2284267,7065450,45311142,209338,1497520,5221069,2074929,5567930,40090073,27139,80572,241157,33006,122547,396627,68,225,616,71,245,697,0,0,0,0,0,0,0,0,0,0,0,0,1225118,280685,574443,1546601,13212,55206,105190,267473,519237,1441411,275462,559648,1501840,5223,14795,44761,17523,105922,561034,263162,468521,985567,33495,74916,201649,1746,9684,18950,31749,65232,182699,31438,68799,182814,2057,6117,18835,78,3161,25956,33417,71755,175693,5985,20951,56649,0,0,0,0,0,0,0,0,2,11,2,11,7,42,7,40,6,2016
2016-06-13,1588249,367,208,30090,118077,285407,1673062,4373403,12095333,64378,229719,349806,1608684,4143684,11745527,1835232,8727927,45901422,170943,1495737,5329999,1664289,7232190,40571423,274,1715,164,810,1673062,4358781,12076169,64378,215097,330642,1608684,4143684,11745527,1831677,8706845,45790212,167388,1474655,5218789,1664289,7232190,40571423,25903,102328,255390,31434,149857,417938,30,245,628,35,273,723,0,0,0,0,0,0,0,0,0,0,0,0,1244269,131312,705614,1657493,16053,71118,120107,115259,634496,1537386,126534,686064,1608324,4778,19550,49169,459,122095,588082,130853,583519,1069411,21807,96690,220826,7832,17483,26540,13975,79207,194286,18757,87538,199142,3050,9152,21684,383,6775,27589,21424,89915,193237,5199,24293,58923,0,0,0,0,0,0,0,0,3,13,3,13,8,47,8,46,6,2016
2016-06-14,1587643,355,218,21009,130606,288356,1389909,4744589,11829490,41627,217846,382288,1348282,4526743,11447202,1524995,9805070,43208657,113991,1420799,5230553,1411004,8384271,37978104,342,1849,197,876,1389598,4738236,11811158,41316,211493,363956,1348282,4526743,11447202,1521750,9782918,43101126,110746,1398647,5123022,1411004,8384271,37978104,18604,112850,256555,23367,165420,419759,31,263,628,32,284,724,0,0,0,0,0,0,0,0,0,0,0,0,1248037,52227,757694,1648790,10314,81285,128043,41913,676409,1520747,50759,736710,1600245,1468,20984,48545,1180,128284,566948,51047,629410,1081842,7155,103806,217859,2295,19739,28351,4860,84067,189508,6361,93879,196277,794,9927,21582,130,7365,25672,7025,96441,192187,3428,25163,58640,0,0,0,0,0,0,0,0,6,18,6,18,13,56,7,49,6,2016
2016-06-15,1588583,386,208,33150,154312,308553,1610335,5293872,11929994,161453,313555,499711,1448882,4980317,11430283,1854510,11142810,42692494,376204,1646802,5405840,1478306,9496008,37286654,383,2017,235,985,1491353,5160459,11784029,42471,180142,353746,1448882,4980317,11430283,1603489,10871874,42339481,125183,1375866,5052827,1478306,9496008,37286654,29605,136339,274458,39105,196912,441065,28,276,643,31,296,738,0,0,0,0,0,0,0,0,0,0,0,0,1246481,81193,838698,1662583,15054,96150,140179,66139,742548,1522404,77075,813644,1612216,4118,25054,50367,4127,157221,550081,77066,681477,1112502,17634,121376,225886,9858,29533,37646,7776,91843,188240,14949,108802,202602,2685,12574,23284,1146,10489,26539,16488,110887,199347,3880,26987,59330,0,0,0,0,0,0,0,0,4,21,4,21,11,65,10,57,6,2016
2016-06-16,1588689,338,233,24881,165875,320238,1474805,5656901,11966103,160499,376151,535738,1314306,5280750,11430365,1672989,12165566,42328196,326552,1640703,5587523,1346437,10524863,36740673,302,1999,192,1026,1355763,5438205,11748486,41457,157455,318121,1314306,5280750,11430365,1449104,11673697,41755999,102667,1148834,5015326,1346437,10524863,36740673,22376,147944,285302,28200,205502,454406,31,277,651,32,291,739,0,0,0,0,0,0,0,0,0,0,0,0,1246734,43580,864074,1640992,7827,85773,145043,35753,778301,1495949,41977,839012,1591003,1603,25062,49989,2229,159547,532435,41351,704527,1108557,7625,125081,224487,3402,29015,40494,4223,96066,183993,6635,112470,201043,990,12611,23444,213,8687,28747,7412,116394,195740,3376,26331,59150,0,0,0,0,0,0,0,0,2,19,2,19,8,68,6,58,6,2016
2016-06-17,1588786,341,243,21288,172310,329152,1458627,6076500,11819612,66356,427385,537138,1392271,5649115,11282474,1527209,12786866,41623785,131071,1537360,5551564,1396138,11249506,36072221,282,2030,187,1088,1432437,5809170,11619494,40166,160055,337020,1392271,5649115,11282474,1494092,12264318,41023634,97954,1014812,4951413,1396138,11249506,36072221,18915,152944,292701,23143,213550,461911,20,256,650,20,269,734,0,0,0,0,0,0,0,0,0,0,0,0,1248242,58426,897967,1636797,4540,78659,146535,53886,819308,1490262,56760,872370,1587137,1666,25597,49660,1734,167009,514798,56692,730958,1121999,7374,129044,223556,958,27836,40921,6416,101208,182635,6530,116132,200106,844,12912,23450,214,9194,26014,7160,119850,197542,3269,27771,60257,0,0,0,0,0,0,0,0,3,21,3,21,9,70,7,58,6,2016
2016-06-18,1588892,314,204,24257,168274,334115,1721593,6144173,11934933,78374,430528,527105,1643219,5713645,11407828,1862109,12565241,41338585,161688,1493717,5554876,1700421,11071524,35783709,194,2006,131,1092,1718085,5894389,11757374,74866,180744,349546,1643219,5713645,11407828,1854744,12039123,40737246,154323,967599,4953537,1700421,11071524,35783709,21635,149398,298147,25337,203592,471402,24,232,649,24,245,743,0,0,0,0,0,0,0,0,0,0,0,0,1235943,96396,743819,1659829,6261,73261,149604,90135,670558,1510225,93795,722362,1609788,2601,21457,50041,333,102708,521636,96063,641111,1138193,10868,105958,225469,1088,27179,41441,9780,78779,184028,9750,94420,201870,1118,11538,23599,140,5207,25756,10728,100751,199713,3504,26000,60968,0,0,0,0,0,0,0,0,5,25,4,23,8,64,8,52,6,2016
2016-06-19,1588992,334,236,22721,161430,344655,1673556,6101199,11975854,66196,440766,529323,1607360,5660433,11446531,1832915,12109959,40986445,127418,1407867,5464395,1705497,10702092,35522050,186,1963,114,1061,1668399,5862101,11802705,61039,201668,356174,1607360,5660433,11446531,1828384,11583240,40386534,122887,881148,4864484,1705497,10702092,35522050,19272,143194,305386,22536,193122,477207,21,183,643,22,196,743,0,0,0,0,0,0,0,0,0,0,0,0,1236366,149114,612248,1732531,10935,70984,157452,138179,541264,1575079,146082,592982,1682049,3032,19266,50482,5903,81800,553087,143211,530448,1179444,16729,89192,232476,1506,26939,42435,15223,62253,190041,15375,78357,208599,1354,10835,23877,0,7083,26020,16812,82109,206456,4105,24190,62347,0,0,0,0,0,0,0,0,0,23,0,22,11,68,10,55,6,2016
2016-06-20,1589137,366,223,20572,155751,354258,1538385,5904072,11866758,53932,359017,574238,1484453,5545055,11292520,1618505,11893232,40449121,106911,1343835,5395315,1511594,10549397,35053806,235,1924,164,1066,1537621,5695563,11696726,53168,150508,404206,1484453,5545055,11292520,1614563,11366126,39850543,102969,816729,4796737,1511594,10549397,35053806,17711,140603,313650,20110,181798,482196,22,173,650,23,184,746,0,0,0,0,0,0,0,0,0,0,0,0,1251422,105887,586823,1762046,6867,61798,161214,99020,525025,1600832,103791,570239,1711841,2096,16584,50205,4632,80264,575721,101255,506559,1186325,11248,78633,233794,953,20060,42841,10295,58573,190953,10362,69962,210042,886,8671,23752,445,6095,27248,10803,72538,206546,3201,22676,62617,0,0,0,0,0,0,0,0,1,21,1,20,6,66,6,54,6,2016
2016-06-21,1589261,344,206,31109,163949,364555,1689929,6150123,11548425,356781,545106,872599,1333148,5605017,10675826,2282110,12650347,38997945,896837,2126681,6036613,1385273,10523666,32961332,318,1900,219,1090,1381473,5731547,11088258,48325,126530,412432,1333148,5605017,10675826,1535725,11380101,37659507,150452,856435,4698175,1385273,10523666,32961332,28099,150426,328317,34973,193404,498223,23,168,653,24,176,746,0,0,0,0,0,0,0,0,0,0,0,0,1250056,85603,620199,1783496,4991,56475,161011,80612,563724,1622485,82799,602279,1732651,2804,17920,50845,4212,87526,574201,81391,532673,1209295,9611,81089,234514,740,18505,42158,8871,62584,192356,8439,72040,210593,1172,9049,23921,0,6880,26509,9618,74209,208005,3391,22133,61471,0,0,0,0,0,0,0,0,4,19,4,18,16,69,14,60,6,2016
2016-06-22,1589369,341,213,23398,159451,374123,1560914,6111242,11357392,165152,592276,896909,1395762,5518966,10460483,1801383,12597220,38590444,342323,2092800,6199474,1459060,10504420,32390970,303,1820,188,1052,1455485,5672930,10867150,59723,153964,406667,1395762,5518966,10460483,1611410,11388022,37066841,152350,883602,4675871,1459060,10504420,32390970,20456,145221,339232,26931,181230,508734,21,162,650,25,170,740,0,0,0,0,0,0,0,0,0,0,0,0,1248695,67267,606273,1789491,3988,45409,161670,63279,560864,1627821,64975,590179,1738354,2292,16094,51137,209,77876,563649,67058,528397,1225842,7304,70759,233730,584,9231,42099,6720,61528,191631,6273,63364,209600,1031,7395,24130,0,3546,28103,7321,67213,205627,3488,21088,61670,0,0,0,0,0,0,0,0,4,19,4,18,10,68,10,60,6,2016
2016-06-23,1589420,319,235,21050,153956,381451,1290922,6109999,11247983,61874,560445,890407,1229048,5549554,10357576,1465282,12389513,38096103,180967,1947215,6222847,1284315,10442298,31873256,228,1746,148,1013,1283613,5733397,10793917,54565,183843,436341,1229048,5549554,10357576,1452217,11391135,36563767,167902,948837,4690511,1284315,10442298,31873256,17873,140902,342189,22596,175626,514969,17,148,643,17,155,730,0,0,0,0,0,0,0,0,0,0,0,0,1247691,53384,616077,1784663,3311,40893,162114,50073,575184,1622549,51594,599796,1733576,1790,16281,51087,767,79652,563759,52617,536425,1220904,6248,69382,232464,499,6328,42121,5749,63054,190343,5523,62252,208362,725,7130,24102,192,4238,28509,6056,65144,203955,3873,21169,62324,0,0,0,0,0,0,0,0,4,21,4,20,10,70,8,62,6,2016
2016-06-24,1589463,306,228,20555,153730,390691,1349482,6138763,11292771,80692,582134,874274,1268790,5556629,10418497,1537611,12399915,38106017,222500,2038644,6304141,1315111,10361271,31801876,248,1712,166,1002,1345085,5766761,10837527,76295,210132,419030,1268790,5556629,10418497,1531933,11428976,36571419,216822,1067705,4769543,1315111,10361271,31801876,18043,139900,349868,23825,176308,526301,21,150,647,25,160,733,0,0,0,0,0,0,0,0,0,0,0,0,1246717,53788,611439,1782954,3754,40107,163126,50034,571332,1619828,51295,594331,1730728,2493,17108,52226,2118,79717,561418,51670,531722,1221536,6339,68347,232226,557,5927,42236,5782,62420,189990,5322,61044,207701,1017,7303,24525,133,5402,27807,6206,62945,204419,3880,20685,62560,0,0,0,0,0,0,0,0,5,23,5,22,8,69,6,61,6,2016
2016-06-25,1589531,343,238,25627,155247,398442,1812940,6150904,11101944,83749,519791,956349,1729191,5631113,10145595,1979798,12517604,37910114,198803,2075759,6365728,1780995,10441845,31544386,239,1757,138,1009,1811879,5833085,10618238,82688,201972,472643,1729191,5631113,10145595,1974286,11548518,36374160,193291,1106673,4829774,1780995,10441845,31544386,21890,140698,358742,26503,177474,538165,22,146,647,22,158,725,0,0,0,0,0,0,0,0,0,0,0,0,1234182,142719,657762,1867056,7232,41078,167647,135487,616684,1699409,138281,638817,1811815,4438,18945,55241,7216,74120,607459,135503,583642,1259597,13887,71366,239391,920,5759,42736,12967,65607,196655,12304,63598,213887,1583,7768,25504,363,4391,27251,13524,66975,212140,4173,20946,63378,0,0,0,0,0,0,0,0,3,21,3,21,9,70,8,61,6,2016
2016-06-26,1589642,355,219,51309,178864,437524,2235981,6453435,10989164,500632,805440,1344425,1735349,5647995,9644739,2693846,13378535,37717645,872181,2820522,7051220,1821665,10558013,30666425,221,1792,143,1039,1780328,5793976,10080109,44979,145981,435370,1735349,5647995,9644739,1997721,11717855,35490717,176056,1159842,4824292,1821665,10558013,30666425,48610,166593,397142,53676,208614,575213,36,160,664,41,177,733,0,0,0,0,0,0,0,0,0,0,0,0,1230514,164753,673401,1966019,8360,38503,173205,156393,634898,1792814,160813,653548,1908350,3940,19853,57669,3351,88911,661856,161402,584490,1304163,15840,70477,247697,983,5236,43261,14857,65241,204436,14331,62554,221300,1509,7923,26397,0,5275,26874,16059,65202,220823,3821,20227,63814,0,0,0,0,0,0,0,0,3,24,3,24,19,78,16,67,6,2016
2016-06-27,1589768,352,207,25613,182989,446046,1671217,6596980,10661440,226662,938860,1427766,1444555,5658120,9233674,1926560,13686590,37384174,406763,3120374,7241400,1519797,10566216,30142774,258,1815,154,1026,1496605,5850041,9644614,52050,191921,410940,1444555,5658120,9233674,1671649,11774941,34907042,151852,1208725,4764268,1519797,10566216,30142774,23033,170488,405566,26516,215020,585193,18,156,658,19,173,726,0,0,0,0,0,0,0,0,0,0,0,0,1249577,103349,670863,2014562,5825,37461,176732,97524,633402,1837830,100797,650554,1955849,2552,20309,58713,4738,93415,687589,98611,577448,1326973,9848,69077,251321,671,4954,43572,9177,64123,207749,8877,61069,224534,971,8008,26787,6,3529,28482,9842,65548,222839,3206,19685,63216,0,0,0,0,0,0,0,0,2,25,2,25,9,81,7,67,6,2016
2016-06-28,1589901,340,183,23223,176200,453483,1581929,6488067,10212101,122110,807300,1393977,1459819,5680767,8818124,1772966,13177446,37196993,242198,2465735,7297851,1530768,10711711,29899142,252,1749,163,952,1547629,5905766,9241889,87810,224999,423765,1459819,5680767,8818124,1728905,11968121,34680070,198137,1256410,4780928,1530768,10711711,29899142,19938,164402,413573,23425,203472,593124,19,153,639,19,168,708,0,0,0,0,0,0,0,0,0,0,0,0,1248507,84185,669445,2050469,5467,37937,177589,78718,631508,1872880,80784,648539,1990361,3401,20906,60108,6310,75358,684302,77875,594087,1366167,8603,68069,253501,752,4966,43612,7851,63103,209889,7289,59919,226194,1314,8150,27307,179,2589,31823,8424,65480,221678,4090,19572,62768,0,0,0,0,0,0,0,0,2,23,2,23,7,72,6,59,6,2016
2016-06-29,1590043,374,230,37876,189687,476896,2300390,6928215,10756739,234605,899553,1434130,2065785,6028662,9322609,2592434,13968497,39541142,387714,2511126,7457705,2204720,11457371,32083437,380,1826,210,975,2213097,6332571,9787181,147312,303909,464572,2065785,6028662,9322609,2512739,12869450,36947679,308019,1412079,4864242,2204720,11457371,32083437,34083,175706,432581,41316,217857,629768,49,181,672,52,195,751,0,0,0,0,0,0,0,0,0,0,0,0,1247625,132379,734557,2180631,26507,60456,203118,105872,674101,1977513,125417,708981,2113650,6962,25576,66981,6190,104262,754790,126189,630295,1425841,18539,79304,271734,6312,10694,49753,12227,68610,221981,15625,69271,241571,2914,10033,30163,0,3237,36803,18628,76067,234931,4775,20588,65439,0,0,0,0,0,0,0,0,7,26,6,25,13,75,13,63,6,2016
2016-06-30,1590064,288,245,29559,194050,498121,1941321,7077690,10993003,119121,971930,1452286,1822200,6105760,9540717,2158740,14661955,41502521,276463,2606622,7536853,1882277,12055333,33965668,267,1865,149,962,1914556,6439800,9992453,92356,334040,451736,1822200,6105760,9540717,2120884,13538117,38873797,238607,1482784,4908129,1882277,12055333,33965668,26556,178892,452852,31063,226324,654689,33,197,693,36,214,772,0,0,0,0,0,0,0,0,0,0,0,0,1247625,118096,799269,2298494,16313,73458,219198,101783,725811,2079296,113266,770653,2226738,4830,28616,71756,7460,149010,843229,110636,650259,1455265,15647,88703,287326,3686,13881,53384,11961,74822,233942,13768,77516,255314,1879,11187,32012,333,4717,41800,15314,83986,245526,4267,20851,66324,0,0,0,0,0,0,0,0,5,27,2,23,9,74,9,64,6,2016
2016-07-01,1590041,225,229,18999,197775,507485,1096057,7024463,11142099,93294,991965,1443452,1002763,6032498,9698647,1246469,14370813,42613257,221424,2605546,7622576,1025045,11765267,34990681,187,1804,106,900,1070450,6351835,10147608,67687,319337,448961,1002763,6032498,9698647,1207106,13213290,39946899,182061,1448023,4956218,1025045,11765267,34990681,16746,181046,464638,19992,222491,672212,16,193,700,16,205,778,0,0,0,0,0,0,0,0,0,0,0,0,1246597,130378,876104,2429382,6479,76428,226187,123899,799676,2203195,123520,843113,2350757,6858,32991,78625,5101,164557,915714,125277,711547,1513668,20502,102899,307882,1109,14466,54547,19393,88433,253335,17744,89967,273116,2758,12932,34766,721,7478,45057,19781,95421,262825,2967,20296,67291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2016
2016-07-02,1590092,294,218,13651,184460,518625,923155,6707309,11338780,77007,1046990,1490473,846148,5660319,9848307,1088686,13479701,43586251,183565,2590308,7690476,905121,10889393,35895775,115,1680,71,840,904646,5980352,10320154,58498,320033,471847,846148,5660319,9848307,1059953,12298957,40892728,154832,1409564,4996953,905121,10889393,35895775,11866,169180,475598,13320,209308,683799,13,185,706,15,198,786,0,0,0,0,0,0,0,0,0,0,0,0,1233961,100640,833983,2529906,4768,73922,230839,95872,760061,2299067,95501,800294,2446159,5139,33689,83747,8001,154669,974391,92639,679314,1555515,14435,103440,322293,708,14247,55231,13727,89193,267062,12459,90115,285560,1976,13325,36733,344,6200,41828,14091,97240,280465,2424,19244,68392,0,0,0,0,0,0,0,0,0,20,0,16,12,78,11,68,7,2016
2016-07-03,1590102,258,220,12701,149325,528594,860381,6146278,11578441,59042,653247,1449368,801339,5493031,10129073,986509,11772364,44345978,168568,1886695,7632274,817941,9885669,36713704,117,1576,78,792,854556,5784621,10594794,53217,291590,465721,801339,5493031,10129073,971640,11272876,41639421,153699,1387207,4925717,817941,9885669,36713704,10505,134637,483743,11514,167146,691429,8,157,706,8,165,783,0,0,0,0,0,0,0,0,0,0,0,0,1230033,120323,789513,2650073,7067,72589,237750,113256,716924,2412323,115224,754668,2561280,5099,34845,88793,101,143132,1027686,120222,646381,1622387,16392,103985,338638,874,14131,56058,15518,89854,282580,14277,90056,299822,2115,13929,38816,0,3619,40436,16415,100366,298202,2738,18356,70087,0,0,0,0,0,0,0,0,0,17,0,13,12,71,12,66,7,2016
2016-07-04,1590168,292,198,15684,142365,537326,871533,5680451,11769572,47775,417409,1436124,823758,5263042,10333448,991530,10837334,45145083,150131,1630063,7590009,841399,9207271,37555074,271,1589,180,816,869820,5491513,10766291,46062,228471,432843,823758,5263042,10333448,986123,10587350,42435262,144724,1380079,4880188,841399,9207271,37555074,13772,130264,493737,17446,158076,704751,9,147,713,10,156,786,0,0,0,0,0,0,0,0,0,0,0,0,1249255,82524,768648,2732451,6176,72900,243780,76348,695748,2488671,78229,732063,2639386,4295,36585,93065,2244,136164,1054809,80280,632484,1677642,12234,106370,350838,1097,14556,57121,11137,91814,293717,10391,91570,310194,1843,14800,40644,0,4628,44529,12291,101742,306309,2427,17417,70511,0,0,0,0,0,0,0,0,5,20,5,16,14,76,12,71,7,2016
2016-07-05,1590317,359,184,18698,136959,550228,1365239,5584468,11943813,36988,315580,1442457,1328251,5268888,10501356,1554405,10618773,46251636,138488,1526353,7539568,1415917,9092420,38712068,226,1563,156,804,1364055,5456851,10898705,35804,187963,397349,1328251,5268888,10501356,1549330,10407775,43538915,133413,1315355,4826847,1415917,9092420,38712068,16742,123868,507911,21448,156099,718395,7,135,704,9,146,774,0,0,0,0,0,0,0,0,0,0,0,0,1248993,67826,752252,2800115,4105,71501,247723,63721,680751,2552392,65037,716279,2704296,2789,35973,95819,2974,141793,1094643,64852,610459,1705472,9009,106768,359806,670,14466,57750,8339,92302,302056,7871,92144,318043,1138,14624,41763,227,3516,44888,8782,103252,314918,2768,16580,70822,0,0,0,0,0,0,0,0,2,20,2,16,13,82,11,76,7,2016
2016-07-06,1590423,357,210,23058,120104,561408,1724900,5230421,12137259,101906,278340,1447584,1622994,4952081,10689675,1939836,9966175,47674702,244314,1382953,7633681,1695522,8583222,40041021,253,1436,165,760,1720109,5118293,11129115,97115,166212,439440,1622994,4952081,10689675,1926721,9821757,44951103,231199,1238535,4910082,1695522,8583222,40041021,20239,108116,515838,25109,139892,735891,12,99,693,13,107,768,0,0,0,0,0,0,0,0,0,0,0,0,1248037,75234,695075,2875145,19505,64467,267024,55729,630608,2608121,71801,662631,2775944,3433,32444,99201,3405,127435,1139107,71829,567640,1736038,10206,98432,369946,3613,11764,61297,6593,86668,308649,8780,85296,326795,1426,13136,43151,0,1634,50350,10233,96798,319596,3776,15708,71485,0,0,0,0,0,0,0,0,5,18,5,15,16,85,16,78,7,2016
2016-07-07,1590504,354,239,24498,118229,569874,1899370,4946273,12316622,103811,258418,1395647,1795559,4687855,10920975,2115603,9923038,49140072,249380,1355870,7550410,1866223,8567168,41589662,245,1414,165,786,1885562,4872212,11307975,90003,184357,387000,1795559,4687855,10920975,2091369,9792242,46395191,225146,1225074,4805529,1866223,8567168,41589662,20972,107100,529183,26198,135027,742479,19,86,676,21,92,752,0,0,0,0,0,0,0,0,0,0,0,0,1247828,61429,638354,2918348,6234,54334,255032,55195,584020,2663316,59202,608514,2818516,2227,29840,99832,2382,109171,1168328,59047,529183,1750020,6944,89722,372968,1046,9117,58421,5898,80605,314547,6098,77620,329924,846,12102,43044,112,2177,51119,6832,87545,321849,4837,16381,72045,0,0,0,0,0,0,0,0,3,16,3,16,21,97,18,89,7,2016
